LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,FWP-QAOA,QAOA after FWP,QAOA Random 1,QAOA Random 2
-19.181067123420192,-19.7290663754009,-18.88916499875636,-21.24022319068795,-21.19708123474184,-20.15938193601722,-18.943139621787772,-13.80719975154391,-18.026276234061065,-17.744643672829504
-19.176884653690102,-19.7290663754009,-20.497484705647015,-21.24022319068795,-20.78069303148664,-20.15938193601722,-12.251852888098409,-13.80719975154391,-18.026276234061065,-17.744643672829504
-19.719015530138392,-19.856374307274542,-21.076124432301796,-21.243215027873347,-20.485300759526197,-20.292060335714943,-16.657165345489336,-14.045332761182715,-18.037801733048127,-18.109314513840356
-19.715879423754096,-19.965872194977596,-21.224822874848048,-21.246043085287127,-20.328671854053912,-20.409242004931627,-14.52158586086044,-14.281509697346179,-18.048860833744776,-18.44675568581539
-19.72923573978994,-20.0611444541194,-21.25726381066457,-21.248716976862195,-20.248083370052576,-20.512429428307364,-17.3988519246008,-14.51332589724023,-18.05947905491623,-18.755622814272
-19.728705009511014,-20.145055503375204,-21.25934964197531,-21.25124559450739,-20.20576704285307,-20.603071324391223,-15.72375785471464,-14.738752118502216,-18.069680537948937,-19.03558706494319
-19.729080185185758,-20.219860831467738,-21.25433254572968,-21.25363722915638,-20.18297352094502,-20.682537372191714,-14.985844132326548,-14.956169151811988,-18.079487745468647,-19.287172121051697
-19.729055800388505,-20.287317984856106,-21.248625882960088,-21.255899582560076,-20.170418323587004,-20.75210196223224,-14.153615992028435,-15.164366388537665,-18.088921570697185,-19.511574154984928
-19.729067194168795,-20.348785984177713,-21.243849520662987,-21.25803987085004,-20.163380478044203,-20.812935547752613,-18.74539853396235,-15.36251800596155,-18.098001569778685,-19.710480372788933
-19.7290663754009,-20.405310110509667,-21.24022319068795,-21.26006482519103,-20.15938193601722,-20.866101109496118,-13.80719975154391,-15.550137172389304,-18.10674592816886,-19.885898096546732
,-20.45769140143002,,-21.261980775422057,,-20.91255516198852,,-15.727022141063436,-18.115171913986945,-20.04000493610401
,-20.506542724552787,,-21.263793606390387,,-20.95315174240359,,-15.893203441940484,-18.123295335073937,-20.175024722491415
,-20.552332787226007,,-21.26550895054818,,-20.98864847263098,,-16.048888372994533,-18.131131228584266,-20.293132610764665
,-20.595420887477292,,-21.26713201591742,,-21.01971322990896,,-16.194417614475913,-18.13869366893283,-20.396387280147554
,-20.636083617556935,,-21.268667732339917,,-21.046932308063248,,-16.33022239152272,-18.145995937913654,-20.486688311232346
,-20.674535719255125,,-21.27012077097263,,-21.07081813486553,,-16.45679460916237,-18.153050365319274,-20.565753188134618
,-20.710945665563305,,-21.271495527652224,,-21.0918168299623,,-16.574657977183183,-18.159868807160723,-20.63511021625326
,-20.745448100834334,,-21.27279617502458,,-21.110315978107153,,-16.684351148057257,-18.16646193156243,-20.696101359392475
,-20.778152865681466,,-21.274026611119183,,-21.12665110753791,,-16.78641121161929,-18.172840346025332,-20.749893371444546
,-20.80915177798122,,-21.275190574733024,,-21.141112281463595,,-16.881362295576412,-18.17901376041593,-20.79749233342243
,-20.838524025669233,,-21.27629156007555,,-21.153949766316018,,-16.969710430241566,-18.184991345192557,-20.839760562340132
,-20.86634000483102,,-21.2773329244085,,-21.165379086896063,,-17.05193730799783,-18.1907817789261,-20.877433792839298
,-20.892664061413935,,-21.278317803772122,,-21.175585879272333,,-17.128496983298906,-18.196393072899482,-20.911137509648054
,-20.917556352849214,,-21.279249215511566,,-21.184729611416273,,-17.199815913164155,-18.201833265496735,-20.94140270208038
,-20.941074507456072,,-21.280129950145128,,-21.19294748087547,,-17.26629144321829,-18.207109403572282,-20.968679425301243
,-20.963274274457948,,-21.28096272460135,,-21.200357349945676,,-17.328293185338644,-18.21222859791141,-20.99334927068677
,-20.984210286926402,,-21.2817500725674,,-21.20706040137388,,-17.386163080505753,-18.21719731134704,-21.01573598320316
,-21.00393646031641,,-21.282494409924034,,-21.213143740974886,,-17.44021709351843,-18.222021914526678,-21.036114582274674
,-21.02250597756549,,-21.28319801813086,,-21.218682134058444,,-17.49074621429406,-18.226708155417676,-21.05471939565457
,-21.039971537644767,,-21.283863073629025,,-21.223739973964705,,-17.538018908832672,-18.23126164780294,-21.071750446013706
,-21.056385005576907,,-21.284491626548377,,-21.228372665747298,,-17.58228162237588,-18.235687621024276,-21.087379090135144
,-21.071797593733976,,-21.285085635688862,,-21.23262812507038,,-17.623760644603028,-18.23999132411685,-21.101752728868963
,-21.086259663115587,,-21.285646942673665,,-21.236547630580688,,-17.662664989673445,-18.244177329216516,-21.11499867944231
,-21.099820381410588,,-21.286177305031718,,-21.24016683960681,,-17.699184724483263,-18.24825034325659,-21.127227294103385
,-21.112527984588088,,-21.28667838172433,,-21.243516805899425,,-17.73349627384755,-18.252214590153493,-21.138534890039626
,-21.124429086260193,,-21.287151751177866,,-21.24662446549769,,-17.76576071082524,-18.256074195945295,-21.149005716104025
,-21.135569006008502,,-21.28759891954455,,-21.24951322141456,,-17.796125741956224,-18.259833131403852,-21.15871400447566
,-21.14599142299051,,-21.288021288569283,,-21.252203561741094,,-17.824727728830588,-18.263495076706068,-21.16772524605534
,-21.155738462208515,,-21.28842020791834,,-21.25471341890061,,-17.851691076686436,-18.267063579223027,-21.176097678756502
,-21.164850448775333,,-21.28879694744178,,-21.257058583816175,,-17.877131881819487,-18.270542195893444,-21.183883436385088
,-21.173366018620076,,-21.289152704640173,,-21.259252952747104,,-17.901155072090667,-18.273933997277794,-21.19112908987733
,-21.181322028364253,,-21.289488635061463,,-21.261308837614468,,-17.92385838230499,-18.277242213995446,-21.197876673356703
,-21.188753455736318,,-21.28980580588877,,-21.26323719487388,,-17.945331532087643,-18.280469651341523,-21.2041641561727
,-21.195693599140196,,-21.290105252542098,,-21.265047747519656,,-17.965656856036336,-18.28361932488723,-21.210025960098015
,-21.202173905184775,,-21.29038794506292,,-21.26674922857319,,-17.984911129809895,-18.2866938062789,-21.215493421182114
,-21.20822416381938,,-21.290654794630687,,-21.26834947107437,,-18.00316458401522,-18.289695662826126,-21.22059521329226
,-21.21387243958369,,-21.290906681517683,,-21.269855553620705,,-18.020482349195287,-18.29262737626985,-21.225357565070123
,-21.21914521169617,,-21.2911444172947,,-21.271273886636163,,-18.036924466242755,-18.29549138566928,-21.229804452140574
,-21.22406729058796,,-21.291368786740723,,-21.27261027888543,,-18.0525464099458,-18.298289927958393,-21.233958074594593
,-21.228662022017414,,-21.29158052768023,,-21.273870062295924,,-18.067399942295292,-18.30102505073146,-21.237838822816016
,-21.232951334099013,,-21.291780342490167,,-21.275058084521994,,-18.08153279376717,-18.30369893038699,-21.241465462690066
,-21.236955706631708,,-21.29196888268341,,-21.27617881123042,,-18.094989030508717,-18.306313517524146,-21.244855450481726
,-21.240694348649974,,-21.29214678507525,,-21.277236358771567,,-18.10780973955718,-18.308870852965093,-21.2480248474482
,-21.2441851890789,,-21.292314631390305,,-21.27823453857446,,-18.12003282623775,-18.311372650634013,-21.250988634787504
,-21.247444987811097,,-21.292472987207056,,-21.27917684241523,,-18.13169364404071,-18.31382075506488,-21.253760640991057
,-21.250489428008148,,-21.2926223660686,,-21.28006654467003,,-18.14282549123912,-18.316216771465353,-21.256353703990953
,-21.25333305841024,,-21.292763280975866,,-21.280906713528132,,-18.15345872107894,-18.3185622569533,-21.258779795396045
,-21.255989492737093,,-21.292896200112153,,-21.281700176101918,,-18.163622019638805,-18.32085889777974,-21.261050002355613
,-21.258471463041282,,-21.29302157747889,,-21.282449567230476,,-18.173341721294733,-18.323108226307664,-21.263174706350537
,-21.260790733065893,,-21.293139834571836,,-21.28315740732581,,-18.18264274512247,-18.325311485556703,-21.265163472462554
,-21.2629583406435,,-21.29325136272958,,-21.283825987072575,,-18.1915483841661,-18.327470320788713,-21.26702530431719
,-21.264984545053586,,-21.293356543921544,,-21.284457535874047,,-18.200079964435904,-18.329585892474697,-21.268768533113022
,-21.266878899398616,,-21.293455733759338,,-21.285054084707383,,-18.2082580365621,-18.33165947236038,-21.270400907003086
,-21.268650241371724,,-21.293549268821142,,-21.285617569151512,,-18.216101156533508,-18.333692342537447,-21.27192969821535
,-21.270306899105197,,-21.293637470769227,,-21.286149813924364,,-18.223627473751122,-18.33568572349236,-21.273361652097496
,-21.271856520667434,,-21.29372063538761,,-21.286652550321897,,-18.230853009228106,-18.337640710569012,-21.274703076215722
,-21.273306316995075,,-21.293799053747055,,-21.28712738696655,,-18.23779360778021,-18.339558478264358,-21.275959859237876
,-21.274662915714828,,-21.293872985034806,,-21.287575871615875,,-18.24446372132133,-18.34143997172003,-21.277137475604267
,-21.27593257079276,,-21.2939426852357,,-21.287999428039367,,-18.250877096237442,-18.343286371809977,-21.2782410532846
,-21.27712100808426,,-21.294008397533503,,-21.288399442569293,,-18.257046474650483,-18.3450985864724,-21.27927534843209
,-21.278233649333792,,-21.294070351420512,,-21.28877717985086,,-18.262984035603626,-18.346877567639766,-21.280244850564767
,-21.27927550423367,,-21.29412875092743,,-21.289133870135064,,-18.268701053576958,-18.348624191309906,-21.28115369258623
,-21.2802512016257,,-21.29418380663778,,-21.289470670534794,,-18.27420831939252,-18.350339507197578,-21.282005778316734
,-21.281165120779406,,-21.294235702474623,,-21.289788670574623,,-18.279515851534654,-18.352024324578164,-21.282804754117514
,-21.28202130013924,,-21.294284621186307,,-21.29008891073084,,-18.284632902079547,-18.353679301589512,-21.283553983227097
,-21.282823504608594,,-21.294330728841498,,-21.29037234341337,,-18.289568564437914,-18.35530541684273,-21.284256653984805
,-21.283575250326894,,-21.294374184646877,,-21.290639909305632,,-18.294331264157098,-18.356903416880225,-21.284915733212852
,-21.28427982421964,,-21.294415145709085,,-21.290892470782474,,-18.29892884260168,-18.358474029759787,-21.285533981997652
,-21.284940285838204,,-21.294453748521942,,-21.291130860124152,,-18.303368756361284,-18.360018038865352,-21.286113990074156
,-21.285559474420737,,-21.294490129692626,,-21.291355855630606,,-18.307658136645827,-18.36153606127449,-21.286658179401975
,-21.2861400618646,,-21.294524413579193,,-21.291568208523653,,-18.31180384398006,-18.36302884374422,-21.287168801273612
,-21.286684525922745,,-21.29455672361441,,-21.291768597582596,,-18.3158121307485,-18.36449704220077,-21.287647986312617
,-21.287195172073428,,-21.294587175774762,,-21.291957701865712,,-18.319688833174826,-18.36594117199708,-21.288097688017256
,-21.287674152472494,,-21.29461587134191,,-21.292136133077832,,-18.323439733005046,-18.367361983725573,-21.288519781245874
