LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,QAOA Random,FWP-QAOA,QAOA after FWP
31.406751814568402,38.476293288699615,26.911953818826134,28.134459589295272,24.571065768339796,22.388700792650347,38.453762959565346,40.95268489670664,40.86972202702532
38.402652384449276,38.476293288699615,26.91282448771669,28.134459589295272,23.73789641808832,22.388700792650347,38.453762959565346,36.335956493609636,40.86972202702532
38.47652326362004,34.89863257057875,27.659837703429496,25.34560924740873,23.248060389267017,20.362143594194684,38.427026440519285,40.31481972562643,40.66105164297933
38.47625832952546,25.635242909004692,27.969913405294246,20.480291235885648,22.963640533443744,18.54682380799827,38.385335341002865,35.064841372258755,40.316508446693724
38.4759897964178,20.7892484984146,28.08162981236314,14.857055938930412,22.773577019773967,16.702823914311804,38.32014015169546,38.23535903977983,39.66244571501187
38.47587798343197,20.271008842089664,28.120887042014587,12.760594681831305,22.64081159687601,15.233128641525958,38.21791171408883,33.413422359702466,38.32102296130974
38.47587882456972,19.93970388150043,28.133576464534013,12.167694595527529,22.54571392997183,14.470468296269091,38.05710612372589,33.253061309880515,35.78971490060219
38.47596278581172,19.70240337082541,28.136505389234433,11.899146024663898,22.47666042258841,14.024005742181757,37.803168911145285,32.04716020059763,32.28548500225166
38.47610702610681,19.523700814983858,28.13599965458007,11.748136723282233,22.426050445579744,13.6475239229503,37.400365508128395,37.148907333150284,28.87439779142172
38.476293288699615,19.381024910587048,28.134459589295272,11.646580679972695,22.388700792650347,13.318212750059395,36.75912743648376,40.86972202702532,25.965287890702182
,19.260128901127185,,11.572599406829365,,13.031841590086898,35.740282025892974,,23.692303553041253
,19.152143929270427,,11.517337364243383,,12.78404512205154,34.15211601400956,,22.082137563044668
,19.051598517341684,,11.475373185224312,,12.57039905166198,31.820553423354358,,20.940949865566658
,18.955129205497386,,11.443117172183621,,12.386646266129905,28.82456288690777,,20.00080012558176
,18.86066052715711,,11.418005387151464,,12.228854766749475,25.71361559894876,,19.038125260065932
,18.766892401499387,,11.39824581577613,,12.093495686166214,23.124180390906044,,17.913462051679424
,18.672985114456388,,11.38253105754154,,11.977463815985331,21.253104427039894,,16.609410040320725
,18.578367479054965,,11.369927015500158,,11.87806101715298,20.013594840690175,,15.271888689660427
,18.482621364502577,,11.35973606850496,,11.792959748034328,19.23999663534331,,14.13496195739344
,18.385412553877266,,11.351447114761712,,11.720158849577608,18.756525797435156,,13.321281720976305
,18.286449568247175,,11.344667393903048,,11.65793971657793,18.43158767091553,,12.793837797011927
,18.185459609977908,,11.33910132506648,,11.604823739589099,18.186122194371947,,12.46609053963899
,18.08217409323867,,11.33451514278972,,11.559536991127422,17.97792351434821,,12.265751692739286
,17.97632002896439,,11.330728409022688,,11.52098018432335,17.78594724112755,,12.144030203796717
,17.867615665826627,,11.327594894004255,,11.488202860166808,17.600203013111848,,12.070195132382409
,17.75576673472639,,11.324999417198033,,11.460382207325406,17.41616645475639,,12.025388117922022
,17.64046480184854,,11.32284678361513,,11.43680650799788,17.2318780934201,,11.998155352931134
,17.521386646953097,,11.321060982373847,,11.41685972404471,17.046481941178875,,11.981567422093281
,17.398193542295363,,11.319578403763789,,11.40000956401471,16.859510992478768,,11.971435416302329
,17.270532697533177,,11.318347781889862,,11.385796790656027,16.670563918130146,,11.96522531044225
,17.13803702428083,,11.317325830321902,,11.373826074115676,16.47918535200315,,11.961402148708602
,17.00032827277732,,11.316477550217762,,11.363757624963146,16.284852743682876,,11.959034355043451
,16.85702095128177,,11.31577324912547,,11.355300096478748,16.087011772052843,,11.957555785598762
,16.70772678448718,,11.31518879346935,,11.348204247960215,15.885130724375815,,11.956621682579039
,16.55206211680194,,11.31470376453267,,11.34225774179952,15.678761110314936,,11.95602188863841
,16.389659438178327,,11.31430149687697,,11.337279589530514,15.467592955599434,,11.955627977077446
,16.220179781118016,,11.313967888352114,,11.333116137177733,15.251508811438253,,11.9553614571572
,16.043332340032368,,11.313691413346593,,11.329637159920717,15.030634250353156,,11.955174239164352
,15.85889589886244,,11.31346231307026,,11.32673253007298,14.805382058429858,,11.95503683509714
,15.666748958135717,,11.313272642370428,,11.324309309113207,14.57649097122209,,11.95493110367407
,15.466902776455774,,11.313115687046293,,11.322289076687241,14.345050029124698,,11.954845906377402
,15.259543318014131,,11.312985921251574,,11.320605851679462,14.11250742080358,,11.9547743370945
,15.045073558935176,,11.312878756797021,,11.319204259393517,13.880648123439778,,11.95471211528493
,14.824160625119918,,11.312790334148394,,11.318037817166996,13.651541803519684,,11.954656564296616
,14.597776950860718,,11.312717549378718,,11.317067511734189,13.42745490007111,,11.954606001951241
,14.367236446982659,,11.31265770227282,,11.316260729750397,13.210728156082943,,11.95455934961299
,14.134206780507368,,11.312608685833107,,11.315590175274258,13.003631331648434,,11.954515902512595
,13.90070066977004,,11.31256861713697,,11.315033055216269,12.808212125502262,,11.954475194840402
,13.669027888718029,,11.312536093762592,,11.31457032975459,12.62615739938818,,11.954436890520254
,13.441708028053752,,11.312509776766408,,11.314186129685643,12.458692292782606,,11.954400754772564
,13.221342754693005,,11.3124887659512,,11.313867199857242,12.30652483711288,,11.954366605155483
,13.010461019656056,,11.312472058042324,,11.313602548719695,12.169845272057009,,11.954334303043622
,12.811353059190875,,11.312459136938074,,11.313382980428255,12.048373384583407,,11.954303729056926
,12.625913314620036,,11.312449234124154,,11.313200829711247,11.9414403916352,,11.954274778654728
,12.455524929155873,,11.312442113813125,,11.313049778764473,11.84809162258677,,11.954247353325503
,12.300995190947942,,11.312437125587058,,11.312924523950473,11.767185489551999,,11.954221380596385
,12.162553443450408,,11.312434249086886,,11.312820674336697,11.697489914514229,,11.954196778950523
,12.039905100480897,,11.312432901493443,,11.312734599951659,11.637755479253759,,11.95417347400069
,11.932327152299258,,11.312433215126156,,11.312663255549886,11.586772559435609,,11.954151400185047
,11.838782050454693,,,,11.312604125750678,11.543408410879008,,11.954130495219541
,11.758034887341198,,,,11.312555128486585,11.506628190466675,,11.954110696253878
,11.688759364866458,,,,11.312514527710395,11.475504826109134,,11.954091947631028
,11.629620986664984,,,,11.312480890441167,11.449219477667727,,11.954074195353083
,11.579337147854892,,,,11.312453023846247,11.427056375624282,,11.95405738468474
,11.536717635665376,,,,11.312429945277447,11.40839580207372,,11.9540414716648
,11.500685027278115,,,,11.31241082401769,11.392703991693052,,11.954026407523127
,11.47028190912867,,,,11.31239498718544,11.379523345862403,,11.95401214606229
,11.444670126544413,,,,11.312381873069778,11.368463562913107,,11.953998649191078
,11.423123037944368,,,,11.312371008808523,11.359192183246387,,11.95398587585932
,11.405016218276545,,,,11.31236201579954,11.351426979813128,,11.953973787461623
,11.389815095940444,,,,11.31235456852265,11.344928628145313,,11.95396234820269
