LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,QAOA Random,FWP-QAOA,QAOA after FWP
9.484328915844756,8.278346659026294,5.523980692374836,6.013588686641551,7.363733878112799,6.478164831263075,11.985613464991733,14.447659091323496,10.942359281266926
8.67670678420388,8.278346659026294,5.066708594226798,6.013588686641551,6.605054351049363,6.478164831263075,11.985613464991733,14.605361776894178,10.942359281266926
7.624401928717284,7.9462780714464065,5.287637309223861,5.754543113548445,6.476796078015118,6.302251274389242,11.983230312433417,14.65560375189253,10.662902376017737
7.098445268732726,7.643175544801439,5.5390981497722915,5.535349661537276,6.450655266286547,6.144431235233111,11.980469124084099,14.555520384087163,10.384192047065214
6.942851851395885,7.370812962854834,5.718253997091281,5.353542968934222,6.452242204112697,6.004255506781301,11.9772695286088,14.707880825215499,10.109989741843627
7.038951534479599,7.129585235981985,5.835802918899749,5.205306094069073,6.459573858225538,5.880753427028449,11.97356173034029,14.322657400878299,9.843922173132105
7.294900216543639,6.9186307747727955,5.911740256758722,5.086148093292024,6.466581564821354,5.772594913994692,11.969265085714497,14.696036098198547,9.589273695885524
7.625810550028304,6.736082921558712,5.960836686216744,4.991457486459421,6.471920224135392,5.678242620644511,11.96428649092364,13.465024518805567,9.348811835787092
7.967188194595731,6.579380491727959,5.992738162732094,4.916883543101488,6.4756541781085595,5.596083225674072,11.958518559653683,12.443128820157256,9.12466759469726
8.278346659026294,6.445582888427407,6.013588686641551,4.858553001804179,6.478164831263075,5.524525578752136,11.951837563262105,10.942359281266926,8.91827900199644
,6.331639127514648,,4.813157799898277,,5.462070615057333,11.944101125177484,,8.73039719081217
,6.234590118516682,,4.777956160938323,,5.407352585665583,11.935145647331984,,8.561145149358111
,6.151701626334477,,4.7507248974992375,,5.3591596597534235,11.924783476824853,,8.41011273717715
,6.080535212501215,,4.729690452100442,,5.316438760198676,11.912799810137217,,8.276470673381223
,6.018975074207716,,4.713454799712997,,5.278290066666604,11.89894935091587,,8.159089617076772
,5.965223389328875,,4.700925105409239,,5.243954788600903,11.882952733777023,,8.056650447157311
,5.917776109127726,,4.691252488015559,,5.212800321631504,11.86449286214191,,7.9677391732001706
,5.875391282223223,,4.683780638968188,,5.184304120995796,11.84321116673731,,7.890923179980616
,5.837053231232681,,4.678003321414005,,5.158037694575829,11.818703983732435,,7.824807816499462
,5.801937841528712,,4.673530915718635,,5.133652085086286,11.790519314420724,,7.768075581065882
,5.769380544122579,,4.670063829949386,,5.110864809768463,11.75815421182891,,7.719510233983363
,5.738848731916048,,4.667371814937837,,5.089447980575033,11.721053182768616,,7.6780095578362655
,5.709917433440285,,4.665278019544302,,5.069218589933022,11.678608117717342,,7.642588868786236
,5.682249155729283,,4.6636464355286344,,5.050030233453468,11.630160400057754,,7.6123788790968
,5.655577667370083,,4.66237253751166,,5.03176584211208,11.5750059647341,,7.586619383667925
,5.629693536339848,,4.6613757707685615,,5.0143319887389515,11.512404100224943,,7.564650517041404
,5.604433795418704,,4.660594157334563,,4.997654228781835,11.441590791647908,,7.545903299506864
,5.579672293739407,,4.6599797911062595,,4.981672983571684,11.361797897415864,,7.529889388721172
,5.5553127924593735,,4.659495713679069,,4.966340624779018,11.27227877108177,,7.516191415830449
,5.531283159274245,,4.659113339192703,,4.951618335277098,11.172340670090717,,7.504453820944957
,5.50753042217243,,4.6588104791853375,,4.937475050521815,11.061384365179617,,7.4943745514769535
,5.484017027355408,,4.65856995580872,,4.923884690064088,10.938950257100645,,7.485697420377093
,5.460717886489646,,4.658378399956597,,4.910825819995368,10.80476896192002,,7.478205665937229
,5.437617799085696,,4.658225399947898,,4.898279741134892,10.65881392047105,,7.471716016644797
,5.414709545472026,,4.658102833963322,,4.886230332999018,10.501351692732618,,7.466073643106714
,5.391992354018329,,4.658004357028091,,4.87466318451533,10.332984316283401,,7.461147910979973
,5.369470417850147,,4.657924986434292,,4.863564797572121,10.154677948804839,,7.456828569125811
,5.347151893347326,,4.657860821441279,,4.852922959963535,9.967771351133063,,7.4530227005453735
,5.325048120071715,,4.657808782903929,,4.84272564106707,9.773959251672483,,7.449651866246419
,5.303172662771269,,4.657766445189065,,4.832961214883592,9.575246785421207,,7.4466499810292115
,5.281541101717966,,4.657731884915524,,4.823618228991394,9.373877622768786,,7.443961306945171
,5.260169929079455,,4.657703582083052,,4.814685494695828,9.17223659247866,,7.44153883530218
,5.239076701097982,,4.657680336045326,,4.8061515337054415,8.97273812413747,,7.439342913033225
,5.21827935732907,,4.657661179506918,,4.798005024957473,8.777708943176135,,7.4373400104815
,5.197795840576016,,4.65764534035093,,4.790234416160924,8.589278019520039,,7.435501848798082
,5.177643969785826,,4.657632206426502,,4.782828256442119,8.409283898621975,,7.433804547746622
,5.157841530266425,,4.65762128002225,,4.775774957911642,8.239209588314294,,7.432227855541322
,5.1384051346452955,,4.65761215986673,,4.769062880739174,8.080145665217188,,7.430754649807852
,5.119350962426955,,4.657604529556114,,4.762680218528965,7.932785789213856,,7.4293704325698515
,5.100694378550334,,4.657598122740379,,4.756615499980039,7.797447173295341,,7.428062917324305
,5.082449427466811,,4.657592729961253,,4.750857087008902,7.674112548731934,,7.42682166104063
,5.064628904934927,,4.657588176545227,,4.745393244575148,7.56248456149952,,7.4256377451622
,5.047244731427787,,4.6575843233727285,,4.740212698182268,7.462046270701432,,7.424503604942952
,5.030307062880533,,4.657581050293052,,4.735304156184668,7.3721211715236725,,7.423412783742809
,5.013825217954693,,4.657578265052394,,4.730656370646227,7.29192854860082,,7.422359727090346
,4.9978066570497255,,4.657575886428422,,4.726258382062834,7.220631525227118,,7.421339723463848
,4.982257665291091,,4.6575738521984995,,4.722099304858118,7.157376243371015,,7.420348668211827
,4.967182728982543,,4.657572106072663,,4.7181686861789185,7.101321783856775,,7.419383043627255
,4.9525852440298905,,4.657570603722901,,4.7144561131511455,7.051662044828328,,7.418439822675901
,4.938467069408857,,4.657569309002434,,4.7109515922781116,7.007640639603797,,7.417516345318682
