LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,QAOA Random,FWP-QAOA,QAOA after FWP
26.2930185682493,32.42670886777527,22.396079760740072,22.135953875194975,20.43739231130639,18.566484069412184,32.460978000394675,35.0092391335316,21.914517745518456
32.235348372488595,32.42670886777527,21.77259522627553,22.135953875194975,19.385940954595167,18.566484069412184,32.460978000394675,30.203068492869484,21.914517745518456
32.41971064866108,30.333026880220647,22.056017878231028,19.035823240864943,19.010164770944698,17.112541842080816,32.44227316697937,25.3393997652737,20.368028253262484
32.42157006324658,24.783973908986205,22.162543517027203,14.538004010782332,18.833210636772048,15.864425988332021,32.41491333896086,31.808124976122773,18.85668481086905
32.42171806786026,18.479193222469974,22.187234388688186,11.00000838252575,18.734902047834577,14.731730592385519,32.37481929761554,28.308313252795113,17.312581650398077
32.422395864111685,17.168339078732153,22.182117022517893,10.229840060534443,18.672733558358125,13.721955860066286,32.315971756505284,29.513887835122308,15.81669062452777
32.4233683121884,16.940003240010533,22.168791160067908,9.997182831471356,18.630809811515345,12.938630386948832,32.22946291312093,27.639383356670322,14.508926689186197
32.42447216983881,16.7946531319373,22.155398705106816,9.864938118830569,18.601658008389624,12.40749301884982,32.10206644684789,22.309658961857625,13.456595762259562
32.425606158525376,16.67505236958137,22.144364379103347,9.780232700011961,18.581093726890394,12.031660686100176,31.914080881722175,27.831689650873965,12.655826821773328
32.42670886777527,16.570931479723125,22.135953875194975,9.721089228861494,18.566484069412184,11.72294593505044,31.636118952964967,21.914517745518456,12.062039932498278
,16.47709117468444,,9.677916926474559,,11.450660500944856,31.22454903433655,,11.623011930690092
,16.390104456707544,,9.645715100859853,,11.20835178248378,30.615896915922292,,11.294491481763156
,16.307647855807147,,9.621389643683914,,10.993616237733669,29.723089003422274,,11.044871766932838
,16.228136493948007,,9.602832663346472,,10.804193224124285,28.444021523331184,,10.852817932036993
,16.150479056149834,,9.588547172108239,,10.63771936408727,26.706758198993114,,10.704193370774478
