LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,FWP-QAOA,QAOA after FWP,QAOA Random 1,QAOA Random 2
-11.446802979013789,-12.822856588411364,-11.239467749407087,-13.844145642168973,-13.566687577452567,-13.920839304904554,-11.312962929478344,-10.508814409072547,-11.538581502805032,-10.567854110194537
-12.131477915937852,-12.822856588411364,-12.456275245157528,-13.844145642168973,-13.768354956434958,-13.920839304904554,-8.790793369825925,-10.508814409072547,-11.538581502805032,-10.567854110194537
-12.839856594018391,-12.887839668761396,-13.149410104711762,-13.874024346055233,-13.85039456975222,-13.947424664017666,-9.51481839218344,-10.613071501195812,-11.603073646220547,-10.681199271363655
-12.792717260919012,-12.950013461675246,-13.474223323901889,-13.901493918682837,-13.887807342655464,-13.97165062277123,-10.111857271021735,-10.715338248369479,-11.66651603492673,-10.793884636356546
-12.828047897669615,-13.009462544035765,-13.63711263029326,-13.926736545836466,-13.90533234698882,-13.99371956451646,-8.046135977504333,-10.815530821487389,-11.728886395698725,-10.905735309034117
-12.820827191547881,-13.066274764761427,-13.72616997952245,-13.94992499071325,-13.913649308604592,-14.013819396837398,-11.58112630293214,-10.913599589775728,-11.790163828963328,-11.016583097845142
-12.823389303382793,-13.12054038698615,-13.778317969545512,-13.971221632733608,-13.917616900879736,-14.032124294678797,-8.440900064429988,-11.009525698112814,-11.8503311936673,-11.126266593348284
-12.822706867061838,-13.172351109893341,-13.810399139150878,-13.990779025704127,-13.919511001896977,-14.048795133630819,-9.816734005220635,-11.103317339958444,-11.909373821437924,-11.23463100445638
-12.82291613929466,-13.221799177531018,-13.830826232615552,-14.008739747881224,-13.920412478338077,-14.063980017655265,-7.738367588446343,-11.195005581081064,-11.967278764712042,-11.341528229374173
-12.822856588411364,-13.268976702898952,-13.844145642168973,-14.025236302113601,-13.920839304904554,-14.077814740715745,-10.508814409072547,-11.284639978172205,-12.0240360855751,-11.446816811895205
,-13.313975169159166,,-14.040391849379809,,-14.090423833420815,,-11.372284200992407,-12.079637661435934,-11.550362234695665
,-13.356884708623141,,-14.054320062626424,,-14.101920904600249,,-11.458011754605007,-12.134078687615817,-11.652037118410368
,-13.397793854955609,,-14.067126034432556,,-14.112409755742688,,-11.541901938564564,-12.187355774285894,-11.751721574814498
,-13.436789245963663,,-14.078906373021583,,-14.121984795796676,,-11.624036338827082,-12.23946812809313,-11.849303862375908
,-13.473955109821913,,-14.089749912839793,,-14.130731866365053,,-11.70449550549459,-12.290416757105795,-11.94468075471388
,-13.509373352474569,,-14.099738027795473,,-14.13872885068161,,-11.783356283293712,-12.340204907190717,-12.037758159020786
,-13.54312330878892,,-14.10894531078187,,-14.146046352884063,,-11.860689498698429,-12.388837343438967,-12.12845178499899
,-13.575281380937785,,-14.117439767993524,,-14.152748397270557,,-11.936558359647378,-12.436321247332177,-12.216687601533325
,-13.605921379753298,,-14.125283515576134,,-14.158892795708958,,-12.011017136738701,-12.482664802324688,-12.302402320404783
,-13.635114366836644,,-14.132533350726108,,-14.164531896971285,,-12.084110335800235,-12.527878899312036,-12.385544016027456
,-13.662928226368948,,-14.139240848932289,,-14.16971301257034,,-12.15587225024712,-12.571975288187444,-12.466071921592057
,-13.689428360321068,,-14.145453015656585,,-14.174478841033537,,-12.22632737303871,-12.614967803538736,-12.54395687422091
,-13.714677432048001,,-14.151212601014672,,-14.178867972011837,,-12.29549027943434,-12.656870663866776,-12.619181110279802
,-13.738735138614082,,-14.156558441533802,,-14.182915181357934,,-12.363366225020126,-12.697700135485755,-12.691738398291935
