LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,FWP-QAOA,QAOA after FWP,QAOA Random 1,QAOA Random 2
-26.854280808500103,-26.637700350996173,-26.52344649064758,-27.252966114557132,-27.731002840132966,-26.479799459881036,-26.43412646377267,-25.029034863501,-17.89234100615728,-24.871730821363506
-26.309728109893783,-26.637700350996173,-28.117101853466497,-27.252966114557132,-26.197778983794066,-26.479799459881036,-23.332224064636375,-25.029034863501,-17.89234100615728,-24.871730821363506
-26.615172384542287,-26.83532274045898,-28.17287117723082,-27.439238173762654,-26.5719438308745,-26.90176647605568,-25.208135643172323,-25.88036662733713,-17.98163866546707,-25.72901020537185
-26.632628610412453,-26.944559931219946,-27.913512658871497,-27.58750741728623,-26.429208658127305,-27.231599743931078,-18.5369894656117,-26.249180903077107,-18.076180341023,-26.370733281746347
-26.637138049855523,-27.012652281684044,-27.68464943585651,-27.705268072757004,-26.499321439615752,-27.48585561026694,-13.803267537571482,-26.404885743105574,-18.17646806143147,-26.833512443412936
-26.637598715618992,-27.061561854939306,-27.522014060246555,-27.79882879906661,-26.471423353406195,-27.679993714717043,-25.767606463241208,-26.477092018048456,-18.283022186102258,-27.160361631927817
-26.637686498030074,-27.101463873991676,-27.411574064527567,-27.873357260464232,-26.484045103484366,-27.827349034199084,-25.452046042439523,-26.517721289336645,-18.396376634296487,-27.389580046760678
-26.63769823932803,-27.137112924241492,-27.337175263715302,-27.93300323277613,-26.47867802077033,-27.938840058483102,-21.879805488496785,-26.54660316544222,-18.517069761355703,-27.550987955206836
-26.637700335281792,-27.17075162206734,-27.286971616274705,-27.981049671529373,-26.480859111245763,-28.023103022335878,-16.0433921151828,-26.57129649055224,-18.64563363712488,-27.666148291556947
-26.637700350996173,-27.2034412150053,-27.252966114557132,-28.0200658760296,-26.479799459881036,-28.08681338496101,-25.029034863501,-26.59471348647432,-18.782582394614256,-27.75001433720152
,-27.23567832665464,,-28.05204684359875,,-28.13505491578022,,-26.617989827405086,-18.928397759024442,-27.812718675107767
,-27.267685685992852,,-28.07853342340739,,-28.171663923428977,,-26.641571918188593,-19.083507634845954,-27.86104611247477
,-27.299550778755957,,-28.100711704826566,,-28.19952080889582,,-26.665634112791423,-19.248271061241077,-27.899516917558252
,-27.331294227166815,,-28.119492925499152,,-28.220782591962084,,-26.69024177984544,-19.422950553917527,-27.93114003287147
,-27.36290261457474,,-28.135577013179965,,-28.237064408173502,,-26.715415400205465,-19.60769238435073,-27.95792232490145
,-27.39434549594601,,-28.149502206347968,,-28.249576474356264,,-26.741155970381747,-19.8025040390345,-27.981206893311267
,-27.425584059638496,,-28.161682938083306,,-28.25922700364871,,-26.767455308279512,-20.00722291219131,-28.00189706114393
