LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,FWP-QAOA,QAOA after FWP,QAOA Random 1,QAOA Random 2
-27.953484111242556,-27.638346486957925,-27.56004244572947,-30.4229811505537,-30.422190164871182,-28.378752236121898,-27.61019344628747,-25.102412475660778,-26.592482920959053,-25.885697212519474
-27.27995899169597,-27.638346486957925,-29.714463675869485,-30.4229811505537,-29.609047295980407,-28.378752236121898,-20.595698967775064,-25.102412475660778,-26.592482920959053,-25.885697212519474
-27.606802161156722,-28.02212656427257,-30.373762082149206,-30.435018650379416,-28.46645518772712,-28.684507952761436,-22.138136930468573,-25.426704480474555,-26.604536243200933,-26.680354766338496
-27.631322929772875,-28.29375083664074,-30.497968672308353,-30.44604863742666,-28.341174420088905,-28.934195523327027,-24.960205289047423,-25.72511238023763,-26.616055518866897,-27.364922533484236
-27.637475439988567,-28.493886143841294,-30.500272939456224,-30.45617233963633,-28.372314523023366,-29.13913143628082,-21.344896799852208,-25.999941683039857,-26.627073976716346,-27.937461701130083
-27.638178542251435,-28.64955692263847,-30.479851861968775,-30.465477895340083,-28.375842158319116,-29.30897942010634,-21.038655898193483,-26.253544697618107,-26.63762228149978,-28.405740448138392
-27.638321383689682,-28.77774884691247,-30.459369886172183,-30.47404235590736,-28.377645729237837,-29.45151518600389,-19.026957018968695,-26.488201317329764,-26.647728749127246,-28.782948680933128
-27.638342018865252,-28.888840214955337,-30.443215350361054,-30.48193340548016,-28.37834956839977,-29.57275479115636,-18.887966663903484,-26.706045763107394,-26.657419614391646,-29.084144234753424
-27.63834592596232,-28.989070053352428,-30.43138524285835,-30.489210774721787,-28.37863737115144,-29.67724060292435,-22.27409140187504,-26.909025896639164,-26.666719234490266,-29.323897525623565
-27.638346486957925,-29.082138104023645,-30.4229811505537,-30.495927490017927,-28.378752236121898,-29.76835520566704,-25.102412475660778,-27.098885495987616,-26.675650074615042,-29.51505075760086
,-29.17019777702269,,-30.502130740787695,,-29.848606902716394,,-27.277161204644266,-26.68423297607509,-29.668277065358605
,-29.254462366070218,,-30.50786275440374,,-29.919860914410943,,-27.445188989774067,-26.692487273788142,-29.792113292306706
,-29.335575568763332,,-30.513161615279632,,-29.98351828983488,,-27.604116111462254,-26.70043124311002,-29.893217680897347
,-29.413837630957524,,-30.518061609853888,,-30.04064888225635,,-27.754915873299094,-26.708081831937257,-29.97670098825982
,-29.48934678649813,,-30.522593908635614,,-30.092086896335594,,-27.89840444701277,-26.715454555914512,-30.04644949430263
,-29.562086948406282,,-30.5267867402462,,-30.138498940686027,,-28.035256985335185,-26.72256419484517,-30.105404702118033
,-29.63198359714917,,-30.53066599430352,,-30.18043169784125,,-28.16602493894484,-26.729424496627608,-30.155791145490333
,-29.69893951986832,,-30.534255328903846,,-30.21834465974752,,-28.29115182975022,-26.736048151130184,-30.199294948790097
,-29.762857395594732,,-30.53757647032825,,-30.25263342645968,,-28.41098904892989,-26.742447325215657,-30.23720017035313
,-29.82365384388976,,-30.54064932504516,,-30.28364445908029,,-28.52581090882227,-26.748633107608963,-30.270491560042966
,-29.881268089023283,,-30.543492319426345,,-30.311686172971015,,-28.635828564571305,-26.754616219924724,-30.299931052929583
,-29.93566619210474,,-30.54612239494945,,-30.337035872381673,,-28.741204217685095,-26.760406412150477,-30.326114284506595
,-29.986842873499583,,-30.548555244619006,,-30.359944796550508,,-28.842062136540346,-26.766013136431546,-30.349512881818136
,-30.03482095784294,,-30.550805420233825,,-30.380641615446912,,-28.938501328644822,-26.77144512361019,-30.37050489123321
,-30.079650218777104,,-30.552886303444048,,-30.399334743938823,,-29.030604909281365,-26.77671069695736,-30.389397617389264
,-30.12140420233347,,-30.55481033393094,,-30.416214499911227,,-29.118448276270694,-26.781817385230728,-30.40644439775769
,-30.160177587956046,,-30.55658907633415,,-30.431454570411823,,-29.202107430306615,-26.786772783816215,-30.421856940117742
,-30.196082508051642,,-30.558233214048,,-30.44521335527868,,-29.281662926172267,-26.791583639033387,-30.435814430143612
,-30.229244748917882,,-30.559752694356963,,-30.457634869119218,,-29.357204767614867,-26.796256509156983,-30.44847049462577
,-30.259800556072992,,-30.561156736601873,,-30.468850096275208,,-29.428834135693656,-26.800797560635708,-30.45995804381415
,-30.287893326746843,,-30.56245386024594,,-30.478977809999705,,-29.49666429694632,-26.805212691942376,-30.47039340801309
,-30.313670509111418,,-30.563651998988195,,-30.488125482586106,,-29.5608213433124,-26.8095072928125,-30.47987888930445
,-30.337280824756363,,-30.564758511835812,,-30.496390429600197,,-29.62144184385124,-26.813686679204338,-30.488505501743226
,-30.358872235016857,,-30.565780248405986,,-30.503860363242744,,-29.67867122044501,-26.817755817402958,-30.49635423928677
,-30.378589768802954,,-30.566723553615457,,-30.510614420701806,,-29.7326619624808,-26.821719350437014,-30.50349778178724
,-30.396574208534812,,-30.567594279999152,,-30.51672391934749,,-29.78357074893514,-26.8255816355561,-30.51000131776901
,-30.41296079354939,,-30.568397878243672,,-30.52225284891473,,-29.83155568562856,-26.8293470677471,-30.515923793171538
,-30.427878249152634,,-30.569139411018337,,-30.52725886148077,,-29.87677422018241,-26.83301965378494,-30.52131842335704
,-30.44144844624318,,-30.569823571128108,,-30.53179375355667,,-29.91938057501581,-26.836603137301115,-30.526233275472382
,-30.453785664806613,,-30.570454691290042,,-30.53590402111189,,-29.959524702196948,-26.840101121806363,-30.53071195320697
,-30.46499673061114,,-30.571036800543112,,-30.539631335179763,,-29.997350197708446,-26.843517078535143,-30.534793960675234
,-30.475180928307697,,-30.571573640869,,-30.543013211754975,,-30.032994078781314,-26.846854438477408,-30.538515142529857
,-30.48443006079376,,-30.572068648190232,,-30.546083305535433,,-30.066585409340355,-26.850116215082387,-30.54190811421279
,-30.49282867930913,,-30.572525013617337,,-30.548871841612204,,-30.098245579359098,-26.853305408384806,-30.545002388186806
,-30.50045456693529,,-30.57294571238161,,-30.551405934398876,,-30.128087762644228,-26.856424907575903,-30.547824773893918
,-30.507378944419685,,-30.573333487852008,,-30.5537099644927,,-30.156217514762066,-26.85947731535547,-30.550399750840498
,-30.513666774833993,,-30.57369084957308,,-30.55580586718844,,-30.18273284192651,-26.862465414853478,-30.552749405710756
,-30.519377294215722,,-30.57402015897532,,-30.557713346020083,,-30.20772487763609,-26.86539162163463,-30.554893942283304
,-30.524564488565378,,-30.574323582518247,,-30.559450131569925,,-30.23127836572155,-26.86825826859168,-30.55685160914123
,-30.529277343894254,,-30.574603127140215,,-30.56103223667486,,-30.25347203824063,-26.87106768562545,-30.558639076363637
,-30.533560328869427,,-30.57486063658856,,-30.562474032641198,,-30.27437921726339,-26.873822059229717,-30.56027143150301
,-30.537453756557245,,-30.575097829985186,,-30.563788525215827,,-30.29406868576255,-26.876523490887767,-30.561762461445117
,-30.540994110369677,,-30.575316281958663,,-30.564987403457202,,-30.312604668426484,-26.879173921339834,-30.563124687965175
,-30.544214425242874,,-30.57551746233113,,-30.56608126795201,,-30.330047670634595,-26.881775403699123,-30.564369449319653
,-30.54714459321779,,-30.57570271506225,,-30.567079632150815,,-30.346454799832976,-26.8843296801273,-30.565507088116377
,-30.549811657637992,,-30.575873294467293,,-30.56799118303135,,-30.361879910515324,-26.886838439833312,-30.566547050948277
,-30.552240075601652,,-30.576030330191514,,-30.568823743943284,,-30.376374228507014,-26.889303557733133,-30.567497881696678
,-30.554451940296534,,-30.576174903289036,,-30.56958436635326,,-30.389986453214238,-26.891726526237065,-30.5683673730476
,-30.556467263008997,,-30.57630798385639,,-30.570279484981853,,-30.40276284578747,-26.894108965992803,-30.569162630744945
