LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,FWP-QAOA,QAOA after FWP,QAOA Random 1,QAOA Random 2
-32.57292164053141,-31.89456018270934,-32.14503580863131,-34.6998215700958,-34.83406839201064,-34.71944565669433,-32.15714736318498,-22.606105977604784,-30.835704073334004,-30.18108938744801
-31.660797919283926,-31.89456018270934,-34.43363449809786,-34.6998215700958,-34.78926952517363,-34.71944565669433,-26.58080704431924,-22.606105977604784,-30.835704073334004,-30.18108938744801
-31.866917846763087,-32.40411959504106,-34.96132799973839,-34.7420686210055,-34.76415032666603,-34.74771486895372,-31.514499910008077,-23.292136017222457,-30.85352859077637,-31.30139826765498
-31.889909150498266,-32.695755202999315,-34.96773516941979,-34.778837593465326,-34.745655028588715,-34.774065048685806,-28.923050260314657,-24.032881019894525,-30.870553538837825,-32.19169191719059
-31.89386898742172,-32.87906643437884,-34.894400508432255,-34.81097068084382,-34.73378796330279,-34.79860119956655,-24.27568993793241,-24.800749938983884,-30.886830548292696,-32.86747203458508
-31.894447488455977,-33.010345594999364,-34.826864759955605,-34.83917229646186,-34.72677370675909,-34.82142501624258,-30.202546723068117,-25.566367501944452,-30.902406788555712,-33.36614093387475
-31.894541662023183,-33.11685626338587,-34.77656748007924,-34.86402953759033,-34.722886448588355,-34.84263517842478,-20.102362678551312,-26.303506559222214,-30.91732623454114,-33.72950250883842
-31.894556995753593,-33.211603803990705,-34.74115049702423,-34.88603092904602,-34.72086087563551,-34.86232663515336,-31.305694184989203,-26.99249550238861,-30.931628746786163,-33.9943022430496
-31.89455968900508,-33.30076029571882,-34.71665830148338,-34.90558276620022,-34.719877916409885,-34.880591007087475,-31.6640469659209,-27.621392966540448,-30.945351300103006,-34.18919067627993
-31.89456018270934,-33.38720687165845,-34.6998215700958,-34.923022764996055,-34.71944565669433,-34.89751617503519,-22.606105977604784,-28.185306089026255,-30.95852812868126,-34.335067896965846
,-33.472215028293526,,-34.9386326347862,,-34.91318640346856,,-28.68470617991871,-30.971190221523255,-34.44662317838565
,-33.5562550862373,,-34.95264771777849,,-34.92768210307818,,-29.12354795078249,-30.983366732635336,-34.53397924497117
,-33.63939298036165,,-34.96526568708694,,-34.94108017316703,,-29.50766028426348,-30.995084972557077,-34.60405228875675
,-33.72149039660136,,-34.97665324165944,,-34.953453567807024,,-29.843585803368732,-31.006369624814468,-34.661561495294535
,-33.802308383984936,,-34.98695180267032,,-34.96487174590691,,-30.13783749775357,-31.017243973513086,-34.70973954787832
,-33.88156371896897,,-34.99628209231397,,-34.97540048113151,,-30.39648617545915,-31.027729636812264,-34.75081852354589
