LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,FWP-QAOA,QAOA after FWP,QAOA Random 1,QAOA Random 2
-10.400622359233108,-11.714398084105124,-10.216605188124435,-12.344934007447428,-12.151862781550651,-12.258720560588324,-10.276208270933761,-7.764041228235773,-10.124191478558167,-9.604206299949443
-11.119399267350815,-11.714398084105124,-11.281059848219357,-12.344934007447428,-12.220109910671013,-12.258720560588324,-6.678695649698289,-7.764041228235773,-10.124191478558167,-9.604206299949443
-11.720463417877655,-11.749645099015982,-11.846201087710753,-12.357082796281794,-12.24127563901936,-12.281572204703663,-9.394564699433872,-7.8837828410240895,-10.153985720824922,-9.70048760941106
-11.694234078825263,-11.783227412622463,-12.092333006130474,-12.368217940447938,-12.25025261785548,-12.302334084898911,-9.431227547270893,-8.007719015854454,-10.183212080808184,-9.795622668699545
-11.717153412395824,-11.81522109461491,-12.20843230984614,-12.378422165199364,-12.254471056381073,-12.32118290268949,-9.989284654643484,-8.135428011049516,-10.211895085138273,-9.88948539142334
-11.713374153927852,-11.845700028015997,-12.268989932796988,-12.387772385841183,-12.256563083307821,-12.338283273742679,-7.418687201783615,-8.266429507003346,-10.240057996573476,-9.981956849402284
-11.71462901064456,-11.874735657892126,-12.303242101454638,-12.396339589187333,-12.257641420165172,-12.35378759393996,-7.497527906392323,-8.40019135984578,-10.267723204861973,-10.07292518958329
-11.71433896019872,-11.902397017801908,-12.323795503115745,-12.404189610424144,-12.258217893388153,-12.367836994390004,-8.461323582297213,-8.536139130858368,-10.29491315247444,-10.162285614208248
-11.714418039009809,-11.928750536621001,-12.33665345936424,-12.411382936587021,-12.258537540647204,-12.380561401025176,-8.21955783435614,-8.673669604358201,-10.321648440534872,-10.24994039665005
-11.714398084105124,-11.953859973715753,-12.344934007447428,-12.417975447313758,-12.258720560588324,-12.392080505759603,-7.764041228235773,-8.812160914200442,-10.34794972153079,-10.335798923838652
,-11.977786298797053,,-12.424018540696292,,-12.402504182931423,,-8.950987704992114,-10.373836464544139,-10.419777857111102
,-12.00058788593414,,-12.429559328770829,,-12.41193308478712,,-9.089534205760069,-10.399327271877645,-10.501801254159883
,-12.02232051010783,,-12.434641088201353,,-12.420459328095015,,-9.227206317890476,-10.424440242881708,-10.581800842022346
,-12.043037265264783,,-12.439303512903283,,-12.428166972859898,,-9.363443636361772,-10.449192303206592,-10.659716130427848
,-12.062788669917381,,-12.443582979082914,,-12.435132833436349,,-9.497729243257394,-10.473599624745166,-10.735494770352316
,-12.081622874428998,,-12.447512682181443,,-12.441426823708305,,-9.629597707357716,-10.497678177588336,-10.809092678520798
,-12.099585506232177,,-12.45112304592482,,-12.447112605859013,,-9.758638760829358,-10.521442576675414,-10.880474163724232
