LSTM-QAOA,QAOA after LSTM,QK-QAOA,QAOA after QK,QLSTM-QAOA,QAOA after QLSTM,FWP-QAOA,QAOA after FWP,QAOA Random 1,QAOA Random 2
-10.416790181388887,-11.887683746787939,-10.219483844440852,-12.871967023704862,-12.563765451351276,-12.889060231128044,-10.290791391985453,-7.363140527423754,-10.705630530219098,-9.609077642815105
-11.17774952510292,-11.887683746787939,-11.382237852358752,-12.871967023704862,-12.746544830421538,-12.889060231128044,-6.59023347236888,-7.363140527423754,-10.705630530219098,-9.609077642815105
-11.91016726285241,-11.950967045624644,-12.092447640925247,-12.913337087030456,-12.82081022049859,-12.93765331322944,-9.463630170540855,-7.425694357252984,-10.801274639681225,-9.701155318210633
-11.853242664320708,-12.012273977643556,-12.444622387554555,-12.951961974311482,-12.8563902579066,-12.982409194279988,-9.809540508563465,-7.490064515966967,-10.894879574439612,-9.793089113343497
-11.894556701785307,-12.071617352667138,-12.628312855469135,-12.987991516340482,-12.873628632707666,-13.02358565730099,-8.113696406742395,-7.556208861102835,-10.9863556141764,-9.88480509700993
-11.884979135343611,-12.129014654477587,-12.731454529916464,-13.021574762963986,-12.881955237927492,-13.061433771018933,-10.48109925993372,-7.624076048954843,-11.075625043567163,-9.976231119208732
-11.888480667116866,-12.184488099605293,-12.792949088894042,-13.052858249346992,-12.885935703755738,-13.096195377819445,-7.282149863786209,-7.693606234595518,-11.162620956833244,-10.067296410205067
-11.887453088054158,-12.238063860369007,-12.83124736839314,-13.081985503515964,-12.887810054449647,-13.128102310674741,-7.043547463681036,-7.764729924909351,-11.247287907969719,-10.157931188902003
-11.887786786217156,-12.289772081263331,-12.855838952948709,-13.10909541853711,-12.88867397920023,-13.157375098384417,-7.441680140363856,-7.8373694902092845,-11.32958168340851,-10.248066208818011
-11.887683746787939,-12.33964583995392,-12.871967023704862,-13.134321803104656,-12.889060231128044,-13.184222192560082,-7.363140527423754,-7.911438996939422,-11.409468979577715,-10.337632448796805
,-12.387721248680082,,-13.157792991014192,,-13.208839788389371,,-7.9868456023209164,-11.486926771256737,-10.42656073154557
,-12.434036639176563,,-13.179631099370601,,-13.231411803153946,,-8.063489744574309,-11.561942358406137,-10.514781533182235
,-12.47863296085798,,-13.199951749095572,,-13.252109498247652,,-8.141266500842121,-11.634511450132473,-10.602224820547969
,-12.521552451723162,,-13.218864327007399,,-13.271092012767689,,-8.220066631438923,-11.704640172291498,-10.688819974936028
,-12.56283877196816,,-13.236471673306648,,-13.288506855370734,,-8.299777976448441,-11.772342252417465,-10.774495975870826
,-12.602537003965587,,-13.2528701125785,,-13.304489938890415,,-8.380286499626036,-11.837639470735235,-10.859181454236294
,-12.640692610706889,,-13.268149812175379,,-13.319166599461681,,-8.461478052445425,-11.900561359484366,-10.942804959961794
,-12.677351846948643,,-13.282394645721958,,-13.332651843216844,,-8.543239645576245,-11.961143295762835,-11.025295298457396
,-12.712561181482696,,-13.29568269615841,,-13.345051090888145,,-8.625460859912902,-12.019427391746175,-11.106582139832234
,-12.746367143264349,,-13.30808641087382,,-13.356460777998858,,-8.708035115822351,-12.075461306860964,-11.186596219131648
,-12.778815845377752,,-13.319672739390143,,-13.366969023149386,,-8.790861294062054,-12.129296134247298,-11.265270376800665
,-12.809953542053378,,-13.330503689937004,,-13.376656011567526,,-8.873844550823438,-12.180988463021746,-11.34253969880734
,-12.839825496432185,,-13.340636594140054,,-13.385594885969102,,-8.956897541751346,-12.230597889543807,-11.418342121988031
,-12.868476735846167,,-13.350124078602203,,-13.393852016062615,,-9.039941163554037,-12.278187305045858,-11.492619540774774
,-12.895951469676813,,-13.35901487826372,,-13.40148792206275,,-9.122905308184876,-12.323821051776303,-11.565317637528315
,-12.922292900743415,,-13.367353587229985,,-13.40855747495526,,-9.205729214957929,-12.367565056706256,-11.63638686091546
,-12.947543612954487,,-13.375181380621603,,-13.41511038930872,,-9.288361653378862,-12.409487704874888,-11.705782886086146
,-12.971744784273085,,-13.382536066892374,,-13.421191906031437,,-9.370760882188804,-12.449657496458656,-11.773466613222872
,-12.994936915538105,,-13.389452322645024,,-13.426842797277278,,-9.45289438028416,-12.488142995684372,-11.839404966162506
,-13.017159360334299,,-13.39596206951365,,-13.432100133093517,,-9.534738358061016,-12.5250120226183,-11.903570649847545
,-13.038450180406358,,-13.402094509472372,,-13.436997536940776,,-9.616277135502049,-12.56033355629311,-11.96594264671417
,-13.058846426604845,,-13.40787653711581,,-13.44156530837098,,-9.697502108776279,-12.594174352154823,-12.026505995802719
,-13.078384000291354,,-13.41333283666261,,-13.445831129252525,,-9.778410848025564,-12.626600356833572,-12.08525173647815
,-13.097097535358415,,-13.418486063860751,,-13.449819880940687,,-9.859005777316385,-12.657675790380297,-12.142177110412312
,-13.115020668324945,,-13.423357105287218,,-13.453554229938996,,-9.939292981847455,-12.687463597475427,-12.197284886040975
,-13.132185803468378,,-13.427965029608913,,-13.457054608941467,,-10.019280829857824,-12.716024835454446,-12.250583501996479
,-13.148624132503862,,-13.43232745292105,,-13.460339710526114,,-10.09897856309538,-12.74341905968388,-12.302086433095205
,-13.164365905371525,,-13.436460455701802,,-13.463426276701604,,-10.178394983478496,-12.769702791274163,-12.351812285979737
,-13.179440096955773,,-13.440379000291458,,-13.466329742464964,,-10.257537031711317,-12.794930252202045,-12.399783600044428
,-13.193874554741356,,-13.444096894202808,,-13.469063909922024,,-10.336408596819625,-12.819154360676977,-12.446027454133104
,-13.207696259505468,,-13.447626679996807,,-13.47164152533786,,-10.415009329860192,-12.842425472058803,-12.49057446305185
,-13.220931117278303,,-13.450980070520696,,-13.474074024526734,,-10.493333582019014,-12.864791002523273,-12.53345799180804
,-13.233603785398671,,-13.454167830398191,,-13.476371939900394,,-10.57136950214317,-12.886296376805884,-12.574714788276472
,-13.245738240979906,,-13.457199908873726,,-13.478544772766211,,-10.649098601805337,-12.9069851589437,-12.614383354116166
,-13.257357279792947,,-13.460085567658417,,-13.480601331741594,,-10.726494864913306,-12.92689816875338,-12.652504664415044
,-13.268482963097917,,-13.46283331343195,,-13.482549516027285,,-10.803524898582499,-12.946073850419587,-12.689120802612692
,-13.27913624694658,,-13.465451146833853,,-13.484396553486128,,-10.88014760352753,-12.964549420195398,-12.724275386039197
,-13.28933731535353,,-13.467946344497168,,-13.48614916443265,,-10.956314368758019,-12.982358873012622,-12.758012775262966
,-13.299105602739516,,-13.470325784851827,,-13.48781345012735,,-11.031969489550153,-12.999534963263804,-12.790377802125366
,-13.308459634596133,,-13.47259581491514,,-13.489395021306752,,-11.107050859768822,-13.016108246838325,-12.821415735550978
,-13.3174172438347,,-13.47476235861734,,-13.490898996425406,,-11.181490324165562,-13.032107495599258,-12.851171584855473
,-13.325995418661185,,-13.476830878459394,,-13.492330168519247,,-11.255215081551643,-13.047559777590104,-12.879690634824984
,-13.33421042526191,,-13.478806591353027,,-13.493692892579636,,-11.328148364463491,-13.062490382428694,-12.907017410170312
,-13.34207791725254,,-13.480694309034208,,-13.49499120063747,,-11.400210670489589,-13.076923140403064,-12.933195936965074
,-13.349612874298083,,-13.482498556264513,,-13.496228783484714,,-11.471320811544734,-13.090880300442192,-12.958269578721529
,-13.356829549351087,,-13.484223509270294,,-13.497409119256933,,-11.541397518959903,-13.104382877173839,-12.982281010755326
,-13.363741657456826,,-13.485873185485431,,-13.498535386543344,,-11.610360092477666,-13.11745031723638,-13.005271789206876
,-13.37036231534343,,-13.487451299708571,,-13.499610615322974,,-11.678130273486069,-13.130101055911972,-13.027282374959885
,-13.376703993659195,,-13.488961287867555,,-13.500637503615884,,-11.744632555385238,-13.142352296740903,-13.048352324670763
,-13.382778763736448,,-13.490406468609306,,-13.501618643738137,,-11.809795877831895,-13.154220208897888,-13.068520005112015
,-13.388598092981796,,-13.491789980811404,,-13.502556455003086,,-11.873554024121823,-13.16571979561733,-13.087822585981327
,-13.394172941977356,,-13.493114670432288,,-13.50345315461086,,-11.93584692772041,-13.176865296726712,-13.106296151055883
,-13.399513854906317,,-13.49438336717557,,-13.50431081783923,,-11.996620837199897,-13.187670183067066,-13.123975312257928
,-13.404630840094315,,-13.495598624189277,,-13.505131403863338,,-12.05582914135537,-13.19814692482188,-13.140893765231613
,-13.409533526813785,,-13.496762933282078,,-13.505916754517877,,-12.113432444752362,-13.208307304571495,-13.157083748390926
,-13.41423104701153,,-13.497878602479394,,-13.506668553371899,,-12.169398915929284,-13.218162658671853,-13.172576490797113
,-13.418732251080344,,-13.498947829747486,,-13.507388441372274,,-12.223704160564186,-13.22772331489953,-13.18740183869101
,-13.423045588358042,,-13.49997270928476,,-13.508077973198695,,-12.276331563555901,-13.236999343604904,-13.201588647235326
,-13.427179006294118,,-13.500955176897406,,-13.508738518274331,,-12.327271584405082,-13.245999921797122,-13.215164479306527
,-13.431140269306377,,-13.501897199616547,,-13.509371472051136,,-12.376522011425115,-13.254734234636267,-13.228155856703225
,-13.434936614069201,,-13.502800480379367,,-13.50997806602674,,-12.424086747212103,-13.263210578283333,-13.240588287681872
,-13.438575232951663,,-13.503666760103073,,-13.510559559451352,,-12.469976501874195,-13.27143698558533,-13.252485992351472
,-13.442062817501073,,-13.504497596252286,,-13.511117060095135,,-12.5142073104798,-13.279421103239226,-13.263872451548552
,-13.445405700113328,,-13.50529458267735,,-13.511651622416547,,-12.556800699336751,-13.287170308883756,-13.274769942994826
,-13.448610081011577,,-13.50605914150999,,-13.512164292724,,-12.597782667738306,-13.294691581360874,-13.285199882084942
,-13.451681924084752,,-13.506792687021383,,-13.51265602797114,,-12.637183378998879,-13.30199155115185,-13.29518273567074
,-13.4546267621372,,-13.50749652188956,,-13.513127740615914,,-12.675036488677993,-13.309076637793183,-13.304738086029094
,-13.457450022153267,,-13.5081718964615,,-13.513580301302966,,-12.711378767847597,-13.315952956000572,-13.313884654844317
,-13.460156826183603,,-13.508820009658168,,-13.514014542831374,,-12.746249378662428,-13.32262641992537,-13.322640334462315
,-13.462752198214211,,-13.509442058745938,,-13.51443125908487,,-12.779689710852235,-13.329102717418298,-13.331022311419627
,-13.465240783968166,,-13.5100391006031,,-13.514831174544387,,-12.811742516614807,-13.335387322209279,-13.339046927003917
,-13.467627056608025,,-13.510612150722302,,-13.515215019131926,,-12.842451770062667,-13.34148556965409,-13.346729789810915
,-13.469915322136085,,-13.511162272128791,,-13.515583491861172,,-12.87186216884627,-13.347402547827864,-13.354085898423458
,-13.472109811569807,,-13.51169035676006,,-13.515937225270502,,-12.900018732428522,-13.353143196546439,-13.361129497569937
